Cargo,Empresa,Local,Link
ENGENHEIRO DADOS,Bernoulli Educação,Home Office,https://br.indeed.com/rc/clk?jk=12a2f0a9c4d78cb0&bb=2MF-85Om6zW7eq6NXCYKHor92w9cvd0iG_DomuyYPSuqbkwJGr1uir8PsSvqiGyxqO6j-udQz4S-A3rCQyMvcJN2YIN7o1A_k8Y7lj9TMTnv4N-VARXZ87or23KS88hA&xkcb=SoC267M39wu1O5Q20h0HbzkdCdPP&fccid=dd802d11d04aeeb7&vjs=3
Desenvolvedores,EY,,https://br.indeed.com/rc/clk?jk=6a2c598d7234d7be&bb=2MF-85Om6zW7eq6NXCYKHkgGBHuNy3LIOK7dymS0u2q_vZXXNDMqUO5oX73wwxHpSDQ49a-CIflw_90titsgdbVOc8HG2HWZTQQZY7w0LOMr1WuXYPHwRR1LMwjSYTRd&xkcb=SoAC67M39wu1O5Q20h0GbzkdCdPP&fccid=1544766d4c2915b0&vjs=3
CRM COORDINATOR,HERMES DO BRASIL INDUSTRIA E COMERCIO Ltda,,https://br.indeed.com/rc/clk?jk=9b2008865b77a392&bb=2MF-85Om6zW7eq6NXCYKHp_juV1mn6Vq8_hiFvsvcwOD4M2lm7paCr-psvWywRjyEGUcIJ4xSYVv7_Gt-dzqOVyXlhoJibnW7N2Mma3qGM06UqZu7ostbUIqpzPOnFuj&xkcb=SoCf67M39wu1O5Q20h0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Full Stack Software Engineer | Pleno/Sênior | PHP + React (CLT) - Remoto,Gran,Home Office,https://br.indeed.com/rc/clk?jk=de8374919a990534&bb=svXCiQyX4xEd0Mtx3havdj2z7m3NPDX9EWLss3HAVUJxfI0Ad5praalL0l-lFTFqYxDow7zoYH18CH4xxRpoYdlzu5Ridu_lPnxBzskYI4e_PxWI7LaUKJY0y7yg0LLI&xkcb=SoB167M39wu0l8RBHB0KbzkdCdPP&fccid=976baefafbe35ab9&vjs=3
Data Engineer | Mid/Senior,Compass.UOL,Home Office,https://br.indeed.com/rc/clk?jk=3b7b84f22596c7ad&bb=svXCiQyX4xEd0Mtx3havdi0ychEyWS40_38R6sJL8DEZeHlTja2XlmX2kUpkT9EKOj68wXfVAaSVjZ0ZBC3zq5hwmbkmhOk_4CD0l1_wftPREVARTJDt0LmBH7Ehri7n&xkcb=SoDo67M39wu0l8RBHB0JbzkdCdPP&fccid=3771f71d7e2175c3&vjs=3
Mid-level BSW Configuration Engineer,Cognizant,Recém publicada,https://br.indeed.com/rc/clk?jk=12a0c055ab437469&bb=svXCiQyX4xEd0Mtx3havdsKfgr068j3isthGEcD1EFS5OEBKJt1LV7qXEoO41A797xhMxTXb8fSEOk0086tNkJ6AbQWl34UpsXLKfWPhgQu5-wZ_KO8KyWajL8WSiDRt&xkcb=SoBc67M39wu0l8RBHB0IbzkdCdPP&fccid=2df6a1e69a70a1e7&vjs=3
Especialista Tecnologia ( IA Generativa ) - Curitiba PR,BRF,,https://br.indeed.com/rc/clk?jk=41ef312c257e89f6&bb=svXCiQyX4xEd0Mtx3havdvRfCHgpyAGqVAa5FwQCxR6doRe2WG0SwjJMbJXUXxv983KJrIoXInGliwelsrXBDOurxNLcFRpyLcbfXNGuWkQ-MCeZKtxpIaodm_BJnVDT&xkcb=SoDS67M39wu0l8RBHB0PbzkdCdPP&fccid=d84cd6b4baf5817b&vjs=3
1215 EMBEDDED SOFTWARE APPLICATION ENGINEER (12692),A PRIORI EXCELÊNCIA EM RECURSOS HUMANOS,Anunciada há 7 dias,https://br.indeed.com/rc/clk?jk=51cecc9e998c41ec&bb=svXCiQyX4xEd0Mtx3havdtFPe8H6D-Vea_G3CGf8IZNAi0RM9rGpc3lXFOrBtgx51q4GR2758yAExbbcfFEpA8NV2aIfmgvOGbYpG6m1rM7oeE29VsdJhzgDch-duAyK&xkcb=SoBm67M39wu0l8RBHB0ObzkdCdPP&fccid=1fcba1170de84f94&vjs=3
Analista de SOC Tier III,NETSECURITY,,https://br.indeed.com/rc/clk?jk=c175fca8c6c61231&bb=svXCiQyX4xEd0Mtx3havdml0pef1vQQTOUXDDQO2xf6Kme8LrETtHvP38nrFNBY2rrH0JxXDugLTTOq7ete9B0e8Nl9OB157F3MKk2N1JnJq8n1Nm8inJF6Y2eC1aj_K&xkcb=SoD767M39wu0l8RBHB0NbzkdCdPP&fccid=c22bc65b087977fd&vjs=3
Embedded Software Application Engineer,Volvo Group,,https://br.indeed.com/rc/clk?jk=af63b2e3669423c5&bb=svXCiQyX4xEd0Mtx3havdnZ8FkapxQahy02ku883rQobWqs4eyvXEPtExXiKuqSq-1sAtwWX0x-FG4cMA0qwWD71hIHqph0HQLopqye-RH3zO1pnscfw0Q%3D%3D&xkcb=SoBP67M39wu0l8RBHB0MbzkdCdPP&fccid=0f63e537c80f169b&vjs=3
ANALISTA AUTOMACAO,Lynx Process,,https://br.indeed.com/rc/clk?jk=ddf365ca3b1b414f&bb=svXCiQyX4xEd0Mtx3havdqPDRIeKPMqJbs1vLtGdzPGS8TwqL7otjSbR8eAj-dd-iB6eGkwcAwqdZ8uFVdLv0Zz-8BIyUJbK1wXoioB6yGH7UmyaT2oJR0i7MkahTLMT&xkcb=SoCm67M39wu0l8RBHB0DbzkdCdPP&fccid=c5cc73da209c2e02&vjs=3
Pessoa Especialista Analytics Engineer,Grupo SBF,Home Office,https://br.indeed.com/rc/clk?jk=0d05894df60c7b98&bb=svXCiQyX4xEd0Mtx3havdqpXNJ7ssysDl9GH8tgS5bSrTU_5q49CfF598lcXJ_BzrLh2eksLny_XQTUBxPVkg8gEpZhjjiOv0Dse-4ckKwYFmGP_C-WfVy8Ldf7u6CHh&xkcb=SoAS67M39wu0l8RBHB0CbzkdCdPP&fccid=4043d0b93faa8f7d&vjs=3
Product Owner Junior,Coco Bambu,,https://br.indeed.com/rc/clk?jk=854a22f3a7d1e6a9&bb=svXCiQyX4xEd0Mtx3havdqVIUXf44SKAElcmuVfbwxUmEHRJqSFo4QMDsJNfqWebbR5b52Pitf9dJPYTJEfBRwg3CkpG3sKlX2k0y3hTt9SHc26GlCipQiYkiAcxJHls&xkcb=SoCP67M39wu0l8RBHB0BbzkdCdPP&fccid=c07aad6259988bc8&vjs=3
Product technology engineer,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=e337c0e995317f14&bb=svXCiQyX4xEd0Mtx3havdjl6m3FGUvNoZJtshkDNHsEjx33e-RgeqJQqwB_PuTx5VHMog8CrG0PrN2RYbk8s1jTq5siWa9hNzZ5Gs3Msx7jvrM7ECvtee0ptTjCLGNUQ&xkcb=SoA767M39wu0l8RBHB0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Software Development Engineer,Amazon Servicos de Varejo do Brasil Ltda.,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=66945692fca42e6f&bb=svXCiQyX4xEd0Mtx3havdl7HNxhYI-6jj_V9RhE42luNd-GOM66IM3jSqZk1gZX-9F4Rk2x5HSUFHHcR3IumjixZdGPM5okAb32y0VpfRKz5XbgZx_tKNA%3D%3D&xkcb=SoC167M39wu0l8RBHB0HbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
Cas | cientista de dados - precificação de crédito,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=801cd073338fad18&bb=svXCiQyX4xEd0Mtx3havdrQvDZiYPQ0NhmDpc6FJcj9mJXFYB-2vKCBVKoiWBb4yAKBDZwaU2BSimTE7uAXE3W_Bp5enyImDID-IQw_8Di94H3FIdP_HSY4DpCO-xDOs&xkcb=SoAB67M39wu0l8RBHB0GbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de QA Pleno,Clinicorp Solutions,,https://br.indeed.com/rc/clk?jk=99b706b5f63520df&bb=svXCiQyX4xEd0Mtx3havdql2biqJWrYUGf38yx2enUXThk7gZ09_17v0Op4WgAMhpi6SBEwH8IPfpHAxdw5aJu630jGK8a8jMUqHeNBamjQi7vBeEnFEYolPYpTZL904&xkcb=SoCc67M39wu0l8RBHB0FbzkdCdPP&fccid=6e0d78783653b854&vjs=3
Analista De Desenvolvimento De Sistemas – Canoas – RS - Vaga,Divulga Vagas - Consultoria,,https://br.indeed.com/rc/clk?jk=beb1f4b8fdbee42e&bb=svXCiQyX4xEd0Mtx3havdjDqdJjEzbNEmheAbuACH5O8WBDeouM99erZ9aVybDGNbe59PGjaEscEDj3pO6NvTA25UeCeFNKWJwIu4ZVVlK_1beX3C0NFP1wdDd4oqi7b&xkcb=SoAo67M39wu0l8RBHB0EbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Software Engineer,Axcient,Anunciada há 22 dias,https://br.indeed.com/rc/clk?jk=1428f247a5ccb535&bb=1dJCIq0_gsq-0gtJtS3nmdTDNnrVd9bkdI3noFneZb-aIlsdKOXMKbSTLCCOyPT0hVC_zqb0BvPR-W9I4rU-q8SwmVHCQeAzAB69I0ZJsg5aJmT8Uy0nog%3D%3D&xkcb=SoDp67M39wu0BrQdwR0LbzkdCdPP&fccid=946d4855c834c757&vjs=3
[V.I.E] HR Data Analyst - F/H,Tereos,,https://br.indeed.com/rc/clk?jk=c8dfb2329def074b&bb=1dJCIq0_gsq-0gtJtS3nmf0TzpgRCelKN7lGhMKj6OyV-zgXiQpl-s3rqcPoqk3_F8-xM5c3uuqLdAHGWnU8qaNLkJGU_G0aXRajsuJ0XRCpAA9WKXIcmYFvXpNxG1x1&xkcb=SoBd67M39wu0BrQdwR0KbzkdCdPP&fccid=fcc4b1a415526714&vjs=3
Specialist Engineer - Installation Analysis,TechnipFMC,,https://br.indeed.com/rc/clk?jk=90f17a4f252c9bca&bb=1dJCIq0_gsq-0gtJtS3nmZV7paV4JLH0notnXFO7qlCJvfrM4OTARWnCxVITlMvm8sNgj8AF_ZWvo4MjRD-QIymmxu6-aAOpH9dYn9MmWCXv7FRpZa__KuTwHODud5u6&xkcb=SoDA67M39wu0BrQdwR0JbzkdCdPP&fccid=1f21273599e9ffba&vjs=3
Gerente Atuarial - São Paulo,EY,,https://br.indeed.com/rc/clk?jk=033cba6949168c12&bb=1dJCIq0_gsq-0gtJtS3nmdOACzw3p-v70bJXqCg7OabuRORiUHPLAW6-YiKwbGojB71PYv5Y8DA3OnBEOI1YjhamIPOUVD_A5V_c8XSBO4vYvYqyO-w2EMKm3h2wxldV&xkcb=SoB067M39wu0BrQdwR0IbzkdCdPP&fccid=1544766d4c2915b0&vjs=3
Estágio em Geoprocessamento,Siviero Soares,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1580eaf19521e6db&bb=1dJCIq0_gsq-0gtJtS3nmd2DOJ764iE91xsEM6eym_QUuaSkqE3jEzs940ULekkSfo8Lut9iIS7W0OJXT41BH6K9KhiWgx1ODamgMwq0Y6CMjr4dcNa7kwdfMfJbQyBa&xkcb=SoD667M39wu0BrQdwR0PbzkdCdPP&fccid=d4980a409c0d6e8d&vjs=3
Banco de Talentos | Desenvolvedores (low-code e high-code),Bridge & Co.,,https://br.indeed.com/rc/clk?jk=e436c32c5087f70c&bb=1dJCIq0_gsq-0gtJtS3nmdglIoTlKD9NKPLwEdMo720L9CJbhJECImuLw8_NSSqP46pea7_VPDge7vei4F5pLS4JCHYCFUvQ9YWseHwLD7yO3Y5p5VCr_BKHJvrnb9Ze&xkcb=SoBO67M39wu0BrQdwR0ObzkdCdPP&fccid=cb5c00a44b9e557f&vjs=3
Engenheiro de Simulação (FEA),ESSS,Anunciada há 17 dias,https://br.indeed.com/rc/clk?jk=aa2676a1f8373bcb&bb=1dJCIq0_gsq-0gtJtS3nmR6gVMTocbTiwiK4ue9PV8ZU3RbsbiInUdlHVszJmi4pwtWzIFc5OSAoUBNoxlbTMJydCXUm9C1BJsod8iJoK8cHJEJpALqnPRe5NN0UqosA&xkcb=SoDT67M39wu0BrQdwR0NbzkdCdPP&fccid=87e30d5fb8d00995&vjs=3
DESENVOLVEDOR DE SISTEMAS EMBARCADOS,DYNAMOX SA,Anunciada há 3 dias,https://br.indeed.com/rc/clk?jk=7f9ee38fee587fcd&bb=1dJCIq0_gsq-0gtJtS3nmdGlfyONv-cr7sgwOSRolTNMegF1X1sO2UqluaR8UXGEMzpk9x6U4QBTq6u1GbS7LW0Dlk5Wp9kp2dTUBK0ItWh_uLe-Glp52cK5YwN0AefF&xkcb=SoBn67M39wu0BrQdwR0MbzkdCdPP&fccid=91295c637a1951c6&vjs=3
Analista de SOC 3 (Google SecOps),Tempest Security Intelligence,Home Office,https://br.indeed.com/rc/clk?jk=d16ed20ebcdce681&bb=1dJCIq0_gsq-0gtJtS3nmf_NllMu5kAKCdksLixyhSeALo_cM_AVAr7O9gh9wKRbFQQlYZNfOM_drI4gP03epwL8qEmgYyJm41zfCnQFG7A-lv94lLfybCe3IYtow9tQ&xkcb=SoCO67M39wu0BrQdwR0DbzkdCdPP&fccid=96f400fad5d8b629&vjs=3
Desenvolvedor Back End | Presencial Piracicaba e/ou Adamantina,SMARTBREEDER - trabalhe conosco,,https://br.indeed.com/rc/clk?jk=f545c4a6f1621bd9&bb=1dJCIq0_gsq-0gtJtS3nmdGlfyONv-crqbcxceGc-JElNYMgFjglMAPkyZ7x1Z2S6zZ8_mVRgXPRtNMuWK4NB4bpUBsURTS7iZtrV7rB18n_jYP0F79Y0WKTSRULBj1m&xkcb=SoA667M39wu0BrQdwR0CbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Pessoa Desenvolvedora Backend - Pleno,Company Hero,,https://br.indeed.com/rc/clk?jk=63a9a76f92c636c3&bb=1dJCIq0_gsq-0gtJtS3nmefiuQ2AJQkPmqVD5EIyVgah7uPM-57zUHKEzqGTQIqwWVG4sHdCr15RyvAg-b0XMQT1OrcC-SegTQH_RdP5iRrGQvsXA2KFKHQhMbiLLNlK&xkcb=SoCn67M39wu0BrQdwR0BbzkdCdPP&fccid=8af1b4d456a97b72&vjs=3
Consultor Red Team,Vem Pra Vivo,Home Office,https://br.indeed.com/rc/clk?jk=0d6d00d60730be37&bb=1dJCIq0_gsq-0gtJtS3nmfxB9bHZk2f3nntYF5MjWeyDcISyXVLiz1oV1LLSRkNu9SRKbeg65tjnluZn2sji1ReKpPnTLuUM9yl44B82Kc20IlB1vvPkhQN8PUUEw5APhNyCtxahmko%3D&xkcb=SoAT67M39wu0BrQdwR0AbzkdCdPP&fccid=af82f506ed7ea7e1&vjs=3
Predictive Analytics Consultant,GE Digital,,https://br.indeed.com/rc/clk?jk=269a506e20477ba2&bb=1dJCIq0_gsq-0gtJtS3nmdeb4KnprrvniK98KohOa7fhsFnQNgiMhgD6-ye_cpI2hQrxPTwj1IYGngzqoCun6MBPnvYcm_rufaJzQqVa9GC4CHE3BHk-bg4jYnmKBSbS&xkcb=SoCd67M39wu0BrQdwR0HbzkdCdPP&fccid=643a553ccd7fba02&vjs=3
Profissional de Desenvolvimento de Fullstack Pleno (Angular & .Net),Radix Engenharia e Software,Home Office,https://br.indeed.com/rc/clk?jk=1368aff453ee98ac&bb=1dJCIq0_gsq-0gtJtS3nmQ0WqEI9SgNHcxv16o_2QoaSAb-3e2RKT6N5Jmdf7XxJ0_AlsNhCr-_GVqEGmodPI7ieE9VVweEqIz_Gjj_42NtS0u7MGjDhLFoHZg2Md43r&xkcb=SoAp67M39wu0BrQdwR0GbzkdCdPP&fccid=833e800ebc6f3f29&vjs=3
Data Analyst,Azion Technologies,Anunciada há 8 dias,https://br.indeed.com/rc/clk?jk=3de021a8e9cfd348&bb=1dJCIq0_gsq-0gtJtS3nmXoy3l0y8KCsi-tlYr-ULx-gEEecLV7uxM0784dNlgt3uIa1IfBZE2sSTgfUyprKjJnx6qAMaSbpXuUL_7EKRz4MswjGV-8B_Q%3D%3D&xkcb=SoC067M39wu0BrQdwR0FbzkdCdPP&fccid=1b8050db835ef06e&vjs=3
Desenvolvedor Full Stack Sênior,Randstad - Matriz,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=50498d42c3655bc8&bb=U8f3U2RJVzjYvafbJk3KRx8h6hXo_qMipGUfA3LCqrPWa1koDYmQ-vdbqfT9F_X3FEhYqtajbCSyzkeL9TzQYFvxFtLSilxsV7i0Kxwju4gJG7cfJJhkm3K8z2YUomsp&xkcb=SoAy67M39wuzRSQoHx0LbzkdCdPP&fccid=a0ded0ed55137f63&vjs=3
Devops sre - remoto,Netvagas,,https://br.indeed.com/rc/clk?jk=525f45f2f20c8c23&bb=U8f3U2RJVzjYvafbJk3KRxDJHOM9qrSFTDDx48mSPY6dGo7SYTYO3FQvaCqpw9jSgy5B32cyzQ7B7HzGapW-5QsgTazvXOs-065QojQD6UvkcALhF2StT0c2PmK7czzhG-2-a7Iuxp0%3D&xkcb=SoCG67M39wuzRSQoHx0KbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Suporte e Projetos de T.I/Aplicações,Volkswagen do Brasil,,https://br.indeed.com/rc/clk?jk=8e53ae2e551dd6aa&bb=U8f3U2RJVzjYvafbJk3KRy8lfhEInlBxrSZpVv9gG6Zar6t8wY3OKpyQHh6cWv20g9RGnfwhBJIWaSp743ItR22Xkn4QPVAbjgJrNScA4PF2LiKCB5q7KVuhXHEx_guB&xkcb=SoAb67M39wuzRSQoHx0JbzkdCdPP&fccid=263be8b9afb34d7d&vjs=3
Analista Desenv e Sistemas Pleno,Usina Coruripe,,https://br.indeed.com/rc/clk?jk=fad41ab3153aacd3&bb=U8f3U2RJVzjYvafbJk3KR6X5UZyxscEs0Kz939lv2gA-zhqKJqTIsK2bGql8yCAWdDNyhIEd-SmZHlhc6mNmR4NM5lzooRLyoxrsBLfKVzokctGCZ_eKe9Fec07xYtpr&xkcb=SoCv67M39wuzRSQoHx0IbzkdCdPP&fccid=bc8a2be85d570c6c&vjs=3
Desenvolvedor Sr,Núclea,,https://br.indeed.com/rc/clk?jk=43a234bb9f1614a2&bb=U8f3U2RJVzjYvafbJk3KR06QlK3tPXpgrMckSO3Jxw57-BP0KiLZ3eRdl67rh7um59jLk2oHIKWdebgacxA_0Pfgdc984heYWhT3fiYmJkSVUo1R_lYVfRu1UZnOzySr&xkcb=SoAh67M39wuzRSQoHx0PbzkdCdPP&fccid=8adca49385a2a8ef&vjs=3
Consultor(a) Atuarial - São Paulo,EY,,https://br.indeed.com/rc/clk?jk=833101f698422f97&bb=U8f3U2RJVzjYvafbJk3KRzg-TWbKiydwNvPt-Cz8UuHWSY8yv-bk06OlA5HEGC1mc1YuBBHyCBiE9Qo_nIve-ZYNUnIdfHRHWj1b1Tq1Syn8F603QE_zTsSTOpTBbUxE&xkcb=SoCV67M39wuzRSQoHx0ObzkdCdPP&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor Back-end Pleno - QuiteJa,Sinqia,,https://br.indeed.com/rc/clk?jk=1815e2d0127ca74a&bb=U8f3U2RJVzjYvafbJk3KR08wp0PxN6MzHjW7IndbjBkPy76gYQ9LwDzhTnTMfgENIGE_7z7a0IPOdsc502xkSFMtNljfA2cWx6iW7igaC7PQDrn47w9sYeNcfQ181Www&xkcb=SoAI67M39wuzRSQoHx0NbzkdCdPP&fccid=83849b17246b3c1e&vjs=3
Analista de People Analytics II,Meta,,https://br.indeed.com/rc/clk?jk=afd1fc041edcb7ac&bb=U8f3U2RJVzjYvafbJk3KR6PGhzst8zv4vu_f7mq-VsEImnNQWUT5gdAmwnJq7N_PfM98V3LlAA_Bwye5xyp-jsUgZr8XlXDOwRWFP3WLOw1IPkiecmMYWWEGl5uYne39&xkcb=SoC867M39wuzRSQoHx0MbzkdCdPP&fccid=d314ad972cb806dc&vjs=3
Analista de Sistemas - PJ,Lumma Despachante,Anunciada há 21 dias,https://br.indeed.com/rc/clk?jk=2457c8cbde3ab145&bb=U8f3U2RJVzjYvafbJk3KR08wp0PxN6MzIK9ehuNSkenIOn_gPMbJs-YF8txFkDMMsDNc_Rb5dBPl8vI1fVQva63ci0mhKZsyo_QdtzI7PjWp2iG9XgA7Ltqzn_D_Uqry&xkcb=SoBV67M39wuzRSQoHx0DbzkdCdPP&fccid=24d65d292cd50aa7&vjs=3
Head of IT - Global Payment Brazil,ByteDance,,https://br.indeed.com/rc/clk?jk=6bc98db381256714&bb=U8f3U2RJVzjYvafbJk3KRyRo_sVIYn43Dukx9TEG9EiUfTQIc0TO9WHvRsLvNEzA1qNKUicBq_wKhEORM6h27gxLD-OA9OpqHPSgwku3vFzjvlDUFndu1WWFydDv4LZg&xkcb=SoDh67M39wuzRSQoHx0CbzkdCdPP&fccid=74fbc768a4e5bece&vjs=3
Analista de Políticas de Crédito Sênior,Neon Pagamentos,Home Office,https://br.indeed.com/rc/clk?jk=f987a72405e4d82c&bb=U8f3U2RJVzjYvafbJk3KR9fzVob1wMzi6UDmFCFy-FGIUyR0NxfZ3eZdHHQE0xzGbVgQBjiVsdHzITyRsuoIt_GcO0jzz7AP30wiFUkDseLGnMnVO-4dWx4umox75dgm&xkcb=SoB867M39wuzRSQoHx0BbzkdCdPP&fccid=f362771e1d0a24ae&vjs=3
CS Risk Analyst,Patria Investments,,https://br.indeed.com/rc/clk?jk=3f0049abbf18016c&bb=U8f3U2RJVzjYvafbJk3KRx8h6hXo_qMivvKV0a-SQg2AgvqLJ46ybhP5fwbd74bN922RUcFcEuzxHDcRgU7afK5o76UgblxPX-uBHUrPPA28QM30imLCW4l3ELQYPTJE&xkcb=SoDI67M39wuzRSQoHx0AbzkdCdPP&fccid=88e6d435bea92cdb&vjs=3
Desenvolvedor - PJ,ARTIA,,https://br.indeed.com/rc/clk?jk=2f57e7149f7156a0&bb=U8f3U2RJVzjYvafbJk3KR0HD9_9MNepah08Ak385iWgraxesF2B7Pr02gX8-Cr367E3CESSQx4qjMxgGjgQcQPKDBF2j3M6R4Pin7vbT0bO_hgCjUsgkb75M4_TNZWS1&xkcb=SoBG67M39wuzRSQoHx0HbzkdCdPP&fccid=d3f382f940bad523&vjs=3
ANALISTA DE DADOS - SAO PAULO,OEmprego,,https://br.indeed.com/rc/clk?jk=b0d6512201b7b4a3&bb=U8f3U2RJVzjYvafbJk3KR-5gsnXplhpczzWAmo4ix1iyZ8mHmq-IHY9OwSygDy5AsT8HQZQ1gk0FhZoeHtxDZuG21ML_BnFy-EEutsUJ1jP9l8zRgpdfDkGfyj2Pgx4v&xkcb=SoDy67M39wuzRSQoHx0GbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Analista de Sistemas B.I,GRUPASSO S.A.,Anunciada há 23 dias,https://br.indeed.com/rc/clk?jk=aff6b8d77df50c68&bb=U8f3U2RJVzjYvafbJk3KRxaL955UV3YtRA-aInSnyXy9q-OKxj2pE8wgVCJ6lTUoqFJofITmDXU3DFEgGZlvYPg7HoPtdbWU_tBdJpv8JLwVbHqdckreW3eTXyMbv4Rh&xkcb=SoBv67M39wuzRSQoHx0FbzkdCdPP&fccid=a2a643090e6d94ba&vjs=3
Innovation Manager,Hewlett Packard,,https://br.indeed.com/rc/clk?jk=bf0540db624684e2&bb=r2YHu-LtddauqkR_v67AMQs38pYkxqG9BS5yyoOIenASazD4GUwrx2WfdQ5YCf5Ew1aRlxm7iOu4P1i9JaGjj1eUlAvlE2Fwhw5p2rXd3Sy2CyMGVxpQeg%3D%3D&xkcb=SoC267M39wuzJfWZTR0LbzkdCdPP&fccid=1b866506aec22461&vjs=3
Senior R&D Engineer - SPH/CFD - REMOTE,Ansys,,https://br.indeed.com/rc/clk?jk=b98cf662deae3562&bb=r2YHu-LtddauqkR_v67AMbJ2I6WLzkIOmb5kLht7MHhYTbKi-rQUH5Lp5kYuCNAbXCyOkiRszRmqhdQVdtMhcHMBC_0Pu_mADcIt3tKwohXzzD-tqd8Jhw%3D%3D&xkcb=SoAC67M39wuzJfWZTR0KbzkdCdPP&fccid=95f8f553c04ed01c&vjs=3
T.I: Pessoa Analista de BI Sr,Wine.com.br,Home Office,https://br.indeed.com/rc/clk?jk=8a45e781fe2db9a9&bb=r2YHu-LtddauqkR_v67AMXeZFkdFPc9YQtJQ7KSF6YAqsGZn1NGkR8rdn-UhbIm0rxCqZ8WkMaw6wEiAtsiolJRM4TwTEU-EtjxZCWu3_72rdwGlhz-5nD5ZPhreOcQQ&xkcb=SoCf67M39wuzJfWZTR0JbzkdCdPP&fccid=1a0718121c4b7393&vjs=3
Desenvolvedor Full-stack Sênior,Contabilizei,Home Office,https://br.indeed.com/rc/clk?jk=95e870ab69c9bba7&bb=r2YHu-LtddauqkR_v67AMZFvAYSHokg2XdYrCwo6ZeRf4tEbM1BgbTFqSE4bgmGACVpUlNiYnxpK-_uxpTA985AQYZEPLeJwug55Ev7Z-M0hQTG1dRbxUGi8sVtrv5aJ&xkcb=SoAr67M39wuzJfWZTR0IbzkdCdPP&fccid=cebf37842b6ae1c3&vjs=3
Desenvolvedor Back-End Pleno,Invent Software,Anunciada há 15 dias,https://br.indeed.com/rc/clk?jk=557c3e8ac1372693&bb=r2YHu-LtddauqkR_v67AMcgCn_kKSaJ7FZ6vNELxI2oIrCG9XZhEUaXgpYTI84GZxb1LYnBD6RgVsG6X8A0jJUCHBeZyvnX_Zm2c_ZU_PEPVXTuhUlst9JX_vKQRIayp&xkcb=SoCl67M39wuzJfWZTR0PbzkdCdPP&fccid=178935514e506069&vjs=3
Assistente de Negócios (Marketplace),SICOOB,,https://br.indeed.com/rc/clk?jk=701ae86ff211aed9&bb=r2YHu-LtddauqkR_v67AMaZqe3bfLPQc-X9hAjwCLNBWQ9J8eOsPyzSrLIBdo9RCpKAP8BD4FIQON5gmDl795cnBeKRVKWmbyfWdzgpSYG23xwo4Ix2NMNZyL6cpoMjY&xkcb=SoAR67M39wuzJfWZTR0ObzkdCdPP&fccid=b43e51229e61c0a6&vjs=3
Especialista de prevenção a fraudes,Vagas Banco Sofisa,,https://br.indeed.com/rc/clk?jk=e464ebb42777940c&bb=r2YHu-LtddauqkR_v67AMcg7lNK6GfnVQgyXtCskoAhjHS32eGGjFTe3faJJ3Me1ymyb__LVB2V25UI-K9-NL9BEJcC0a2_XGgGLlqyGLjGGGBAO7VJ4IlzLEM2KO5MW&xkcb=SoCM67M39wuzJfWZTR0NbzkdCdPP&fccid=bba3c5e8fde5f7a0&vjs=3
Analista de TI,Huork.com,Anunciada há 1 dia,https://br.indeed.com/rc/clk?jk=819a6be8609531bd&bb=r2YHu-LtddauqkR_v67AMQs38pYkxqG9KZwAKyvCQze70QeSLjBQDrt_8EhURhg4pB6DOxQVK5G-tM4zwEqenOtmDMyH48HxDVD-4_-4Vg21SrgqSyt0L5D7DjT2Kvbh&xkcb=SoA467M39wuzJfWZTR0MbzkdCdPP&fccid=17b32094477d2519&vjs=3
Analista de Dados Júnior,Tripla,,https://br.indeed.com/rc/clk?jk=623b023ce78a355a&bb=r2YHu-LtddauqkR_v67AMRIsAx1YQvfXv0WoP4bqq26ZyjiSS-qoGfJdV7V1HQk8loDCIeGz0WrdozsEKdxUHEpDvBTBLNQo8bWpGqWPU6xwAMJAdqVgxOsRuLIRvD9X&xkcb=SoDR67M39wuzJfWZTR0DbzkdCdPP&fccid=1d6f5338818aba69&vjs=3
Analista de BI,Magnetis,,https://br.indeed.com/rc/clk?jk=ab877eaef367ec8b&bb=r2YHu-LtddauqkR_v67AMQljt188-Z0j9G0adwGtqCjabWxyBVm_5cFT28AShNFzJcvFuibjMCPK3cH_m2pdoIphv3u3cBKt-SdMYp8pEuC766trKgUJ7129utXCT4QB&xkcb=SoBl67M39wuzJfWZTR0CbzkdCdPP&fccid=8546d692b2288496&vjs=3
